DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Propia,2. Alquilada,3. Cedida por trabajo,4. Prestada,5. Otra situación,0. __mv__,0. __na__,
22126. 1º de Mayo,2. Mujer trans/travesti,17,15,,,1,1,,,
22126. 1º de Mayo,3. Varón,6806,5434,415,122,475,360,,,
22126. 1º de Mayo,4. Varón trans/masculinidad trans,6,6,,,,,,,
22126. 1º de Mayo,5. No binario,1,,1,,,,,,
22126. 1º de Mayo,6. Otra identidad/ninguna de las anteriores,3,3,,,,,,,
22126. 1º de Mayo,7. Prefiero no contestar,14,11,,,3,,,,
22126. 1º de Mayo,9. Ignorado,556,436,43,5,20,52,,,
22133. Quitilipi,0. __tot__,32430,25307,1910,614,1980,2619,,,
22133. Quitilipi,1. Mujer,15731,12306,944,260,933,1288,,,
22133. Quitilipi,2. Mujer trans/travesti,36,26,5,1,3,1,,,
22133. Quitilipi,3. Varón,15052,11726,868,322,936,1200,,,
22133. Quitilipi,4. Varón trans/masculinidad trans,9,9,,,,,,,
22133. Quitilipi,5. No binario,3,2,,,1,,,,
22133. Quitilipi,6. Otra identidad/ninguna de las anteriores,3,2,,,,1,,,
22133. Quitilipi,7. Prefiero no contestar,21,16,1,,,4,,,
22133. Quitilipi,9. Ignorado,1575,1220,92,31,107,125,,,
22140. San Fernando,0. __tot__,413764,314453,43160,1715,19238,35198,,,
22140. San Fernando,1. Mujer,206681,157256,21656,744,9429,17596,,,
22140. San Fernando,2. Mujer trans/travesti,450,353,38,4,12,43,,,
22140. San Fernando,3. Varón,187462,142641,19437,870,8828,15686,,,
22140. San Fernando,4. Varón trans/masculinidad trans,264,188,33,2,14,27,,,
22140. San Fernando,5. No binario,167,98,43,1,12,13,,,
22140. San Fernando,6. Otra identidad/ninguna de las anteriores,88,52,19,1,6,10,,,
22140. San Fernando,7. Prefiero no contestar,479,248,100,1,63,67,,,
22140. San Fernando,9. Ignorado,18173,13617,1834,92,874,1756,,,
22147. San Lorenzo,0. __tot__,16045,13319,678,169,1010,869,,,
22147. San Lorenzo,1. Mujer,7853,6565,336,68,469,415,,,
22147. San Lorenzo,2. Mujer trans/travesti,9,7,1,,1,,,,
22147. San Lorenzo,3. Varón,7518,6221,314,97,490,396,,,
22147. San Lorenzo,4. Varón trans/masculinidad trans,7,5,,,2,,,,
22147. San Lorenzo,5. No binario,4,4,,,,,,,
22147. San Lorenzo,6. Otra identidad/ninguna de las anteriores,13,5,,,1,7,,,
22147. San Lorenzo,7. Prefiero no contestar,7,5,2,,,,,,
22147. San Lorenzo,9. Ignorado,634,507,25,4,47,51,,,
22154. Sargento Cabral,0. __tot__,18696,15473,984,197,1200,842,,,
22154. Sargento Cabral,1. Mujer,8962,7382,497,86,568,429,,,
22154. Sargento Cabral,2. Mujer trans/travesti,20,19,1,,,,,,
22154. Sargento Cabral,3. Varón,8772,7294,446,104,563,365,,,
22154. Sargento Cabral,4. Varón trans/masculinidad trans,10,9,1,,,,,,
22154. Sargento Cabral,5. No binario,1,1,,,,,,,
22154. Sargento Cabral,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,
22154. Sargento Cabral,7. Prefiero no contestar,9,3,1,1,1,3,,,
22154. Sargento Cabral,9. Ignorado,921,765,37,6,68,45,,,
22161. Tapenagá,0. __tot__,4051,2974,236,393,287,161,,,
22161. Tapenagá,1. Mujer,1909,1456,120,134,121,78,,,
22161. Tapenagá,2. Mujer trans/travesti,4,3,,1,,,,,
22161. Tapenagá,3. Varón,1954,1388,98,243,149,76,,,
22161. Tapenagá,4. Varón trans/masculinidad trans,3,2,,,1,,,,
22161. Tapenagá,6. Otra identidad/ninguna de las anteriores,5,2,3,,,,,,
22161. Tapenagá,7. Prefiero no contestar,1,,1,,,,,,
22161. Tapenagá,9. Ignorado,175,123,14,15,16,7,,,
22168. 25 de Mayo,0. __tot__,32606,27189,1627,339,1880,1571,,,
22168. 25 de Mayo,1. Mujer,15732,13148,776,138,892,778,,,
22168. 25 de Mayo,2. Mujer trans/travesti,51,45,1,,4,1,,,
22168. 25 de Mayo,3. Varón,15532,12920,772,194,912,734,,,
22168. 25 de Mayo,4. Varón trans/masculinidad trans,13,10,3,,,,,,
22168. 25 de Mayo,5. No binario,7,3,2,,1,1,,,
22168. 25 de Mayo,6. Otra identidad/ninguna de las anteriores,3,2,,,1,,,,
22168. 25 de Mayo,7. Prefiero no contestar,8,4,,1,1,2,,,
22168. 25 de Mayo,9. Ignorado,1260,1057,73,6,69,55,,,
26007. Biedma,0. __tot__,102806,67298,24289,872,5716,4631,,,
26007. Biedma,1. Mujer,49328,32561,11535,361,2686,2185,,,
26007. Biedma,2. Mujer trans/travesti,130,92,25,1,6,6,,,
26007. Biedma,3. Varón,48113,31472,11298,477,2710,2156,,,
26007. Biedma,4. Varón trans/masculinidad trans,122,66,50,,2,4,,,
26007. Biedma,5. No binario,110,67,34,,4,5,,,
26007. Biedma,6. Otra identidad/ninguna de las anteriores,89,46,35,,6,2,,,
26007. Biedma,7. Prefiero no contestar,177,81,60,3,15,18,,,
26007. Biedma,9. Ignorado,4737,2913,1252,30,287,255,,,
26014. Cushamen,0. __tot__,28099,19073,4765,892,2080,1289,,,
26014. Cushamen,1. Mujer,13545,9256,2347,369,963,610,,,
26014. Cushamen,2. Mujer trans/travesti,38,22,9,1,6,,,,
26014. Cushamen,3. Varón,13398,9125,2162,488,1018,605,,,
26014. Cushamen,4. Varón trans/masculinidad trans,19,12,3,,3,1,,,
26014. Cushamen,5. No binario,57,24,24,2,3,4,,,
26014. Cushamen,6. Otra identidad/ninguna de las anteriores,27,10,14,,1,2,,,
26014. Cushamen,7. Prefiero no contestar,106,50,43,2,4,7,,,
26014. Cushamen,9. Ignorado,909,574,163,30,82,60,,,
26021. Escalante,0. __tot__,214829,137909,46467,2795,13804,13854,,,
26021. Escalante,1. Mujer,104871,67916,22183,1256,6696,6820,,,
26021. Escalante,2. Mujer trans/travesti,193,120,51,3,11,8,,,
26021. Escalante,3. Varón,101751,65002,22396,1421,6572,6360,,,
26021. Escalante,4. Varón trans/masculinidad trans,203,122,54,5,8,14,,,
26021. Escalante,5. No binario,94,52,24,1,12,5,,,
26021. Escalante,6. Otra identidad/ninguna de las anteriores,48,20,17,2,5,4,,,
26021. Escalante,7. Prefiero no contestar,273,113,99,4,21,36,,,
26021. Escalante,9. Ignorado,7396,4564,1643,103,479,607,,,
26028. Florentino Ameghino,0. __tot__,1782,1088,250,232,130,82,,,
26028. Florentino Ameghino,1. Mujer,812,529,114,72,55,42,,,
26028. Florentino Ameghino,3. Varón,895,509,133,144,70,39,,,
26028. Florentino Ameghino,5. No binario,1,,,1,,,,,
26028. Florentino Ameghino,6. Otra identidad/ninguna de las anteriores,1,,,,1,,,,
26028. Florentino Ameghino,7. Prefiero no contestar,1,,,1,,,,,
26028. Florentino Ameghino,9. Ignorado,72,50,3,14,4,1,,,
26035. Futaleufú,0. __tot__,49965,30988,11503,934,4015,2525,,,
26035. Futaleufú,1. Mujer,25119,15703,5799,411,1952,1254,,,
26035. Futaleufú,2. Mujer trans/travesti,38,21,12,,4,1,,,
26035. Futaleufú,3. Varón,23202,14343,5242,504,1936,1177,,,
26035. Futaleufú,4. Varón trans/masculinidad trans,25,15,10,,,,,,
26035. Futaleufú,5. No binario,44,17,21,,1,5,,,
26035. Futaleufú,6. Otra identidad/ninguna de las anteriores,18,9,7,1,1,,,,
26035. Futaleufú,7. Prefiero no contestar,106,50,37,1,13,5,,,
26035. Futaleufú,9. Ignorado,1413,830,375,17,108,83,,,
26042. Gaiman,0. __tot__,12505,8034,2123,543,1036,769,,,
26042. Gaiman,1. Mujer,6048,3925,1058,216,480,369,,,
26042. Gaiman,2. Mujer trans/travesti,9,8,,,1,,,,
26042. Gaiman,3. Varón,5996,3833,992,293,510,368,,,
26042. Gaiman,4. Varón trans/masculinidad trans,12,8,,3,1,,,,
26042. Gaiman,5. No binario,2,2,,,,,,,
26042. Gaiman,6. Otra identidad/ninguna de las anteriores,3,2,,,1,,,,
26042. Gaiman,7. Prefiero no contestar,28,12,13,,2,1,,,
26042. Gaiman,9. Ignorado,407,244,60,31,41,31,,,
26049. Gastre,0. __tot__,1181,842,60,137,99,43,,,
26049. Gastre,1. Mujer,489,337,34,58,43,17,,,
26049. Gastre,3. Varón,642,471,26,72,50,23,,,
26049. Gastre,4. Varón trans/masculinidad trans,2,1,,,1,,,,
26049. Gastre,9. Ignorado,48,33,,7,5,3,,,
26056. Languiñeo,0. __tot__,2862,2041,190,258,260,113,,,
26056. Languiñeo,1. Mujer,1320,955,90,103,123,49,,,
26056. Languiñeo,2. Mujer trans/travesti,4,3,,,,1,,,
26056. Languiñeo,3. Varón,1462,1024,100,149,127,62,,,
26056. Languiñeo,5. No binario,1,1,,,,,,,
26056. Languiñeo,7. Prefiero no contestar,4,1,,2,,1,,,
26056. Languiñeo,9. Ignorado,71,57,,4,10,,,,
26063. Mártires,0. __tot__,744,458,73,100,61,52,,,
26063. Mártires,1. Mujer,307,197,35,31,27,17,,,
26063. Mártires,3. Varón,402,247,34,63,29,29,,,
26063. Mártires,4. Varón trans/masculinidad trans,1,,,,,1,,,
26063. Mártires,7. Prefiero no contestar,1,,1,,,,,,
26063. Mártires,9. Ignorado,33,14,3,6,5,5,,,
26070. Paso de Indios,0. __tot__,1882,1381,105,175,141,80,,,
26070. Paso de Indios,1. Mujer,832,633,43,55,66,35,,,
26070. Paso de Indios,2. Mujer trans/travesti,1,,,,1,,,,
26070. Paso de Indios,3. Varón,986,691,59,119,72,45,,,
26070. Paso de Indios,9. Ignorado,63,57,3,1,2,,,,
26077. Rawson,0. __tot__,144420,94367,29694,1001,11637,7721,,,
26077. Rawson,1. Mujer,71928,47408,14629,456,5580,3855,,,
26077. Rawson,2. Mujer trans/travesti,134,91,17,,16,10,,,
26077. Rawson,3. Varón,67326,43747,13973,497,5576,3533,,,
26077. Rawson,4. Varón trans/masculinidad trans,122,76,26,3,10,7,,,
26077. Rawson,5. No binario,91,48,22,2,11,8,,,
26077. Rawson,6. Otra identidad/ninguna de las anteriores,37,13,16,,5,3,,,
26077. Rawson,7. Prefiero no contestar,235,120,74,,26,15,,,
26077. Rawson,9. Ignorado,4547,2864,937,43,413,290,,,
26084. Río Senguer,0. __tot__,6347,3629,825,838,533,522,,,
26084. Río Senguer,1. Mujer,2959,1740,378,328,260,253,,,
26084. Río Senguer,2. Mujer trans/travesti,2,1,,,,1,,,
26084. Río Senguer,3. Varón,3167,1770,416,479,257,245,,,
26084. Río Senguer,4. Varón trans/masculinidad trans,4,2,1,1,,,,,
26084. Río Senguer,5. No binario,3,2,,,,1,,,
26084. Río Senguer,6. Otra identidad/ninguna de las anteriores,1,1,,,,,,,
26084. Río Senguer,7. Prefiero no contestar,7,5,1,,,1,,,
26084. Río Senguer,9. Ignorado,204,108,29,30,16,21,,,
26091. Sarmiento,0. __tot__,14477,8029,3698,811,1216,723,,,
26091. Sarmiento,1. Mujer,6869,3877,1731,341,585,335,,,
26091. Sarmiento,2. Mujer trans/travesti,16,13,,1,2,,,,
26091. Sarmiento,3. Varón,7044,3871,1787,446,590,350,,,
26091. Sarmiento,4. Varón trans/masculinidad trans,10,5,2,1,2,,,,
26091. Sarmiento,5. No binario,8,5,2,,1,,,,
26091. Sarmiento,6. Otra identidad/ninguna de las anteriores,2,1,,1,,,,,
26091. Sarmiento,7. Prefiero no contestar,24,8,12,,,4,,,
26091. Sarmiento,9. Ignorado,504,249,164,21,36,34,,,
26098. Tehuelches,0. __tot__,5947,3889,783,309,584,382,,,
26098. Tehuelches,1. Mujer,2763,1849,388,105,252,169,,,
26098. Tehuelches,2. Mujer trans/travesti,4,2,,,1,1,,,
26098. Tehuelches,3. Varón,2924,1870,361,191,311,191,,,
26098. Tehuelches,4. Varón trans/masculinidad trans,2,,1,,1,,,,
26098. Tehuelches,5. No binario,1,,,,1,,,,
26098. Tehuelches,7. Prefiero no contestar,14,8,2,1,2,1,,,
26098. Tehuelches,9. Ignorado,239,160,31,12,16,20,,,
26105. Telsen,0. __tot__,1608,943,142,177,196,150,,,
26105. Telsen,1. Mujer,703,419,71,56,80,77,,,
26105. Telsen,3. Varón,816,474,55,108,108,71,,,
26105. Telsen,4. Varón trans/masculinidad trans,3,1,,2,,,,,
26105. Telsen,5. No binario,4,2,1,,1,,,,
26105. Telsen,7. Prefiero no contestar,3,1,,,1,1,,,
26105. Telsen,9. Ignorado,79,46,15,11,6,1,,,
30008. Colón,0. __tot__,74890,48895,16043,1641,4453,3858,,,
30008. Colón,1. Mujer,36116,23709,7713,703,2162,1829,,,
30008. Colón,2. Mujer trans/travesti,122,72,30,7,7,6,,,
30008. Colón,3. Varón,35098,22936,7453,869,2050,1790,,,
30008. Colón,4. Varón trans/masculinidad trans,83,54,17,1,3,8,,,
30008. Colón,5. No binario,44,29,12,,1,2,,,
30008. Colón,6. Otra identidad/ninguna de las anteriores,40,25,9,,5,1,,,
30008. Colón,7. Prefiero no contestar,116,59,30,1,14,12,,,
30008. Colón,9. Ignorado,3271,2011,779,60,211,210,,,
30015. Concordia,0. __tot__,197603,140877,23316,2510,13143,17757,,,
30015. Concordia,1. Mujer,96253,68632,11449,1090,6391,8691,,,
30015. Concordia,2. Mujer trans/travesti,296,212,32,5,26,21,,,
30015. Concordia,3. Varón,91203,65340,10470,1321,6040,8032,,,
30015. Concordia,4. Varón trans/masculinidad trans,264,174,47,2,22,19,,,
30015. Concordia,5. No binario,105,59,27,,10,9,,,
30015. Concordia,6. Otra identidad/ninguna de las anteriores,98,59,24,,6,9,,,
30015. Concordia,7. Prefiero no contestar,262,160,55,,17,30,,,
30015. Concordia,9. Ignorado,9122,6241,1212,92,631,946,,,
30021. Diamante,0. __tot__,52312,35040,10629,845,2933,2865,,,
30021. Diamante,1. Mujer,25643,17153,5321,346,1407,1416,,,
30021. Diamante,2. Mujer trans/travesti,76,54,13,,4,5,,,
30021. Diamante,3. Varón,24391,16526,4719,448,1393,1305,,,
30021. Diamante,4. Varón trans/masculinidad trans,41,27,9,1,2,2,,,
30021. Diamante,5. No binario,40,20,12,3,2,3,,,
30021. Diamante,6. Otra identidad/ninguna de las anteriores,18,11,2,3,1,1,,,
30021. Diamante,7. Prefiero no contestar,79,43,16,2,9,9,,,
30021. Diamante,9. Ignorado,2024,1206,537,42,115,124,,,
30028. Federación,0. __tot__,78264,55283,13351,1473,4399,3758,,,
30028. Federación,1. Mujer,37574,26597,6451,606,2071,1849,,,
30028. Federación,2. Mujer trans/travesti,111,63,26,6,8,8,,,
30028. Federación,3. Varón,37429,26482,6327,809,2055,1756,,,
30028. Federación,4. Varón trans/masculinidad trans,54,39,6,2,4,3,,,
30028. Federación,5. No binario,27,18,3,,4,2,,,
30028. Federación,6. Otra identidad/ninguna de las anteriores,23,8,11,,2,2,,,
30028. Federación,7. Prefiero no contestar,68,39,14,3,5,7,,,
30028. Federación,9. Ignorado,2978,2037,513,47,250,131,,,
30035. Federal,0. __tot__,29436,21445,3452,1005,1843,1691,,,
30035. Federal,1. Mujer,14125,10361,1728,368,875,793,,,
30035. Federal,2. Mujer trans/travesti,33,23,2,1,1,6,,,
30035. Federal,3. Varón,13834,10034,1523,592,889,796,,,
30035. Federal,4. Varón trans/masculinidad trans,28,21,4,1,1,1,,,
30035. Federal,5. No binario,11,8,2,,,1,,,
30035. Federal,6. Otra identidad/ninguna de las anteriores,17,14,2,,,1,,,
30035. Federal,7. Prefiero no contestar,23,17,2,,1,3,,,
30035. Federal,9. Ignorado,1365,967,189,43,76,90,,,
30042. Feliciano,0. __tot__,16717,13151,1584,469,683,830,,,
30042. Feliciano,1. Mujer,8156,6445,819,171,323,398,,,
30042. Feliciano,2. Mujer trans/travesti,27,24,,1,1,1,,,
30042. Feliciano,3. Varón,7853,6174,687,280,322,390,,,
30042. Feliciano,4. Varón trans/masculinidad trans,28,20,2,3,3,,,,
30042. Feliciano,5. No binario,4,3,,1,,,,,
30042. Feliciano,6. Otra identidad/ninguna de las anteriores,10,7,2,,,1,,,
30042. Feliciano,7. Prefiero no contestar,7,6,,,,1,,,
30042. Feliciano,9. Ignorado,632,472,74,13,34,39,,,
30049. Gualeguay,0. __tot__,56796,39614,9224,1287,3719,2952,,,
30049. Gualeguay,1. Mujer,27822,19528,4522,525,1821,1426,,,
30049. Gualeguay,2. Mujer trans/travesti,79,45,14,6,7,7,,,
30049. Gualeguay,3. Varón,26389,18294,4308,689,1735,1363,,,
30049. Gualeguay,4. Varón trans/masculinidad trans,61,38,7,3,12,1,,,
30049. Gualeguay,5. No binario,31,15,7,3,5,1,,,
30049. Gualeguay,6. Otra identidad/ninguna de las anteriores,21,10,6,,2,3,,,
30049. Gualeguay,7. Prefiero no contestar,94,48,25,1,10,10,,,
30049. Gualeguay,9. Ignorado,2299,1636,335,60,127,141,,,
30056. Gualeguaychú,0. __tot__,125176,83286,22724,2419,8565,8182,,,
30056. Gualeguaychú,1. Mujer,61116,40938,11019,1015,4141,4003,,,
30056. Gualeguaychú,2. Mujer trans/travesti,174,109,41,4,12,8,,,
30056. Gualeguaychú,3. Varón,57746,38383,10478,1260,3903,3722,,,
30056. Gualeguaychú,4. Varón trans/masculinidad trans,192,118,37,6,18,13,,,
30056. Gualeguaychú,5. No binario,95,52,26,1,9,7,,,
30056. Gualeguaychú,6. Otra identidad/ninguna de las anteriores,57,29,18,,6,4,,,
30056. Gualeguaychú,7. Prefiero no contestar,206,110,53,2,27,14,,,
30056. Gualeguaychú,9. Ignorado,5590,3547,1052,131,449,411,,,
30063. Islas del Ibicuy,0. __tot__,13984,9808,1488,630,1386,672,,,
30063. Islas del Ibicuy,1. Mujer,6623,4663,725,256,664,315,,,
30063. Islas del Ibicuy,2. Mujer trans/travesti,18,15,1,,2,,,,
30063. Islas del Ibicuy,3. Varón,6796,4768,711,343,656,318,,,
30063. Islas del Ibicuy,4. Varón trans/masculinidad trans,6,4,1,,,1,,,
30063. Islas del Ibicuy,5. No binario,6,3,3,,,,,,
30063. Islas del Ibicuy,6. Otra identidad/ninguna de las anteriores,4,3,1,,,,,,
30063. Islas del Ibicuy,7. Prefiero no contestar,8,6,,,1,1,,,
30063. Islas del Ibicuy,9. Ignorado,523,346,46,31,63,37,,,
30070. La Paz,0. __tot__,75271,54755,8010,1689,5268,5549,,,
30070. La Paz,1. Mujer,36628,26791,3982,694,2490,2671,,,
30070. La Paz,2. Mujer trans/travesti,95,78,5,,4,8,,,
30070. La Paz,3. Varón,35090,25520,3638,877,2496,2559,,,
30070. La Paz,4. Varón trans/masculinidad trans,47,39,1,1,5,1,,,
30070. La Paz,5. No binario,29,18,5,1,1,4,,,
30070. La Paz,6. Otra identidad/ninguna de las anteriores,19,15,1,,1,2,,,
30070. La Paz,7. Prefiero no contestar,62,36,14,,8,4,,,
30070. La Paz,9. Ignorado,3301,2258,364,116,263,300,,,
30077. Nogoyá,0. __tot__,42954,30186,5545,1395,3001,2827,,,
30077. Nogoyá,1. Mujer,20525,14452,2716,586,1400,1371,,,
30077. Nogoyá,2. Mujer trans/travesti,105,64,17,3,9,12,,,
30077. Nogoyá,3. Varón,19833,14042,2449,734,1350,1258,,,
30077. Nogoyá,4. Varón trans/masculinidad trans,140,96,25,,11,8,,,
30077. Nogoyá,5. No binario,35,20,7,1,4,3,,,
30077. Nogoyá,6. Otra identidad/ninguna de las anteriores,27,23,4,,,,,,
30077. Nogoyá,7. Prefiero no contestar,58,43,4,1,2,8,,,
30077. Nogoyá,9. Ignorado,2231,1446,323,70,225,167,,,
30084. Paraná,0. __tot__,388716,271501,67182,3287,22122,24624,,,
30084. Paraná,1. Mujer,192510,135076,33199,1395,10568,12272,,,
30084. Paraná,2. Mujer trans/travesti,453,308,85,5,26,29,,,
30084. Paraná,3. Varón,177317,124638,29881,1715,10207,10876,,,
30084. Paraná,4. Varón trans/masculinidad trans,500,305,130,4,30,31,,,
30084. Paraná,5. No binario,329,169,93,3,31,33,,,
30084. Paraná,6. Otra identidad/ninguna de las anteriores,306,158,77,2,32,37,,,
30084. Paraná,7. Prefiero no contestar,725,381,207,5,57,75,,,
30084. Paraná,9. Ignorado,16576,10466,3510,158,1171,1271,,,
30088. San Salvador,0. __tot__,20786,14540,3450,367,1262,1167,,,
30088. San Salvador,1. Mujer,9923,6960,1684,158,586,535,,,
30088. San Salvador,2. Mujer trans/travesti,33,25,5,1,,2,,,
30088. San Salvador,3. Varón,9712,6874,1542,175,591,530,,,
30088. San Salvador,4. Varón trans/masculinidad trans,24,16,3,1,3,1,,,
30088. San Salvador,5. No binario,9,6,1,,,2,,,
30088. San Salvador,6. Otra identidad/ninguna de las anteriores,11,6,2,1,,2,,,
30088. San Salvador,7. Prefiero no contestar,29,15,4,2,3,5,,,
30088. San Salvador,9. Ignorado,1045,638,209,29,79,90,,,
30091. Tala,0. __tot__,31091,21422,4817,738,2198,1916,,,
30091. Tala,1. Mujer,15040,10447,2367,282,1009,935,,,
30091. Tala,2. Mujer trans/travesti,79,57,11,1,7,3,,,
30091. Tala,3. Varón,14171,9813,2101,388,1011,858,,,
30091. Tala,4. Varón trans/masculinidad trans,116,70,29,4,11,2,,,
30091. Tala,5. No binario,30,19,5,2,4,,,,
30091. Tala,6. Otra identidad/ninguna de las anteriores,22,10,6,,3,3,,,
30091. Tala,7. Prefiero no contestar,56,31,9,3,10,3,,,
30091. Tala,9. Ignorado,1577,975,289,58,143,112,,,
30098. Uruguay,0. __tot__,115516,78041,20900,2183,6823,7569,,,
30098. Uruguay,1. Mujer,56557,38375,10255,942,3262,3723,,,
30098. Uruguay,2. Mujer trans/travesti,140,91,23,2,13,11,,,
30098. Uruguay,3. Varón,53375,36192,9448,1144,3170,3421,,,
30098. Uruguay,4. Varón trans/masculinidad trans,133,82,30,1,9,11,,,
30098. Uruguay,5. No binario,66,36,18,1,8,3,,,
30098. Uruguay,6. Otra identidad/ninguna de las anteriores,41,24,11,1,2,3,,,
30098. Uruguay,7. Prefiero no contestar,175,78,60,4,16,17,,,
30098. Uruguay,9. Ignorado,5029,3163,1055,88,343,380,,,
30105. Victoria,0. __tot__,40301,27875,5501,752,2999,3174,,,
30105. Victoria,1. Mujer,19669,13674,2730,304,1440,1521,,,
30105. Victoria,2. Mujer trans/travesti,47,31,11,,3,2,,,
30105. Victoria,3. Varón,18959,13089,2511,416,1449,1494,,,
30105. Victoria,4. Varón trans/masculinidad trans,32,20,2,2,3,5,,,
30105. Victoria,5. No binario,18,7,4,2,3,2,,,
30105. Victoria,6. Otra identidad/ninguna de las anteriores,8,3,2,,1,2,,,
30105. Victoria,7. Prefiero no contestar,68,43,13,2,7,3,,,
30105. Victoria,9. Ignorado,1500,1008,228,26,93,145,,,
30113. Villaguay,0. __tot__,55284,37247,8881,2127,3726,3303,,,
30113. Villaguay,1. Mujer,26413,17920,4324,828,1782,1559,,,
30113. Villaguay,2. Mujer trans/travesti,123,89,21,5,5,3,,,
30113. Villaguay,3. Varón,25415,17249,3844,1134,1706,1482,,,
30113. Villaguay,4. Varón trans/masculinidad trans,101,57,26,3,7,8,,,
30113. Villaguay,5. No binario,52,28,15,3,2,4,,,
30113. Villaguay,6. Otra identidad/ninguna de las anteriores,32,22,4,,2,4,,,
30113. Villaguay,7. Prefiero no contestar,67,36,14,1,6,10,,,
30113. Villaguay,9. Ignorado,3081,1846,633,153,216,233,,,
34007. Bermejo,0. __tot__,15600,13348,701,275,645,631,,,
34007. Bermejo,1. Mujer,7183,6142,333,99,310,299,,,
34007. Bermejo,2. Mujer trans/travesti,12,10,,1,1,,,,
34007. Bermejo,3. Varón,7750,6656,324,154,314,302,,,
34007. Bermejo,4. Varón trans/masculinidad trans,23,17,5,,1,,,,
34007. Bermejo,5. No binario,3,3,,,,,,,
34007. Bermejo,6. Otra identidad/ninguna de las anteriores,6,4,1,1,,,,,
34007. Bermejo,7. Prefiero no contestar,10,9,1,,,,,,
34007. Bermejo,9. Ignorado,613,507,37,20,19,30,,,
34014. Formosa,0. __tot__,268572,197290,32537,1948,14643,22154,,,
34014. Formosa,1. Mujer,133621,98382,16315,793,7107,11024,,,
34014. Formosa,2. Mujer trans/travesti,330,247,44,1,16,22,,,
34014. Formosa,3. Varón,122871,90474,14616,1077,6874,9830,,,
34014. Formosa,4. Varón trans/masculinidad trans,184,143,22,1,10,8,,,
34014. Formosa,5. No binario,81,42,27,,5,7,,,
34014. Formosa,6. Otra identidad/ninguna de las anteriores,55,25,23,,2,5,,,
34014. Formosa,7. Prefiero no contestar,212,119,45,1,8,39,,,
34014. Formosa,9. Ignorado,11218,7858,1445,75,621,1219,,,
34021. Laishi,0. __tot__,19275,15398,1282,485,1273,837,,,
34021. Laishi,1. Mujer,9324,7514,646,180,604,380,,,
34021. Laishi,2. Mujer trans/travesti,25,19,3,1,1,1,,,
34021. Laishi,3. Varón,9334,7428,591,293,616,406,,,
34021. Laishi,4. Varón trans/masculinidad trans,6,5,1,,,,,,
34021. Laishi,5. No binario,1,,1,,,,,,
34021. Laishi,6. Otra identidad/ninguna de las anteriores,1,,1,,,,,,
34021. Laishi,7. Prefiero no contestar,24,15,,,3,6,,,
34021. Laishi,9. Ignorado,560,417,39,11,49,44,,,
34028. Matacos,0. __tot__,17017,13323,1509,129,1056,1000,,,
34028. Matacos,1. Mujer,8328,6519,738,57,516,498,,,
34028. Matacos,2. Mujer trans/travesti,25,17,2,,6,,,,
34028. Matacos,3. Varón,8127,6367,714,72,516,458,,,
34028. Matacos,4. Varón trans/masculinidad trans,8,7,1,,,,,,
34028. Matacos,5. No binario,3,2,1,,,,,,
34028. Matacos,6. Otra identidad/ninguna de las anteriores,1,,,,,1,,,
34028. Matacos,7. Prefiero no contestar,6,5,1,,,,,,
34028. Matacos,9. Ignorado,519,406,52,,18,43,,,
34035. Patiño,0. __tot__,81600,63512,7063,1405,5348,4272,,,
34035. Patiño,1. Mujer,37968,29769,3325,422,2443,2009,,,
34035. Patiño,2. Mujer trans/travesti,130,99,9,4,9,9,,,
34035. Patiño,3. Varón,38546,30097,3095,840,2545,1969,,,
34035. Patiño,4. Varón trans/masculinidad trans,134,96,13,5,16,4,,,
34035. Patiño,5. No binario,26,17,3,1,4,1,,,
34035. Patiño,6. Otra identidad/ninguna de las anteriores,29,23,4,2,,,,,
34035. Patiño,7. Prefiero no contestar,58,43,7,,5,3,,,
34035. Patiño,9. Ignorado,4709,3368,607,131,326,277,,,
34042. Pilagás,0. __tot__,19089,16304,929,333,973,550,,,
34042. Pilagás,1. Mujer,9110,7812,462,124,444,268,,,
34042. Pilagás,2. Mujer trans/travesti,23,21,1,,1,,,,
34042. Pilagás,3. Varón,9028,7711,410,186,461,260,,,
34042. Pilagás,4. Varón trans/masculinidad trans,12,9,2,1,,,,,
34042. Pilagás,5. No binario,5,3,1,,,1,,,
34042. Pilagás,6. Otra identidad/ninguna de las anteriores,1,1,,,,,,,
34042. Pilagás,7. Prefiero no contestar,34,23,1,,9,1,,,
34042. Pilagás,9. Ignorado,876,724,52,22,58,20,,,
34049. Pilcomayo,0. __tot__,94116,74701,8420,830,4790,5375,,,
34049. Pilcomayo,1. Mujer,45663,36301,4141,331,2263,2627,,,
34049. Pilcomayo,2. Mujer trans/travesti,127,102,14,4,3,4,,,
34049. Pilcomayo,3. Varón,43399,34532,3725,446,2265,2431,,,
34049. Pilcomayo,4. Varón trans/masculinidad trans,103,74,17,2,4,6,,,
34049. Pilcomayo,5. No binario,22,15,4,,2,1,,,
34049. Pilcomayo,6. Otra identidad/ninguna de las anteriores,26,21,3,1,1,,,,
34049. Pilcomayo,7. Prefiero no contestar,46,27,11,,2,6,,,
34049. Pilcomayo,9. Ignorado,4730,3629,505,46,250,300,,,
