DPTO.REDCODEN (Departamento),VIVIENDA.URP (Área urbano rural),0. __tot__,1. Mujer,2. Mujer trans/travesti,3. Varón,4. Varón trans/masculinidad trans,5. No binario,6. Otra identidad/ninguna de las anteriores,7. Prefiero no contestar,9. Ignorado,0. __mv__,0. __na__,
34028. Matacos,0. __tot__,17017,8328,25,8127,8,3,1,6,519,,,
34028. Matacos,1. Urbana,15485,7623,23,7339,7,3,1,6,483,,,
34028. Matacos,2. Rural agrupada,307,145,,146,,,,,16,,,
34028. Matacos,3. Rural dispersa,1225,560,2,642,1,,,,20,,,
34035. Patiño,0. __tot__,81600,37968,130,38546,134,26,29,58,4709,,,
34035. Patiño,1. Urbana,62436,29778,95,28868,104,22,15,42,3512,,,
34035. Patiño,2. Rural agrupada,7545,3468,12,3671,9,1,5,7,372,,,
34035. Patiño,3. Rural dispersa,11619,4722,23,6007,21,3,9,9,825,,,
34042. Pilagás,0. __tot__,19089,9110,23,9028,12,5,1,34,876,,,
34042. Pilagás,1. Urbana,7853,3876,7,3581,7,2,,5,375,,,
34042. Pilagás,2. Rural agrupada,4117,1990,4,1935,1,,,11,176,,,
34042. Pilagás,3. Rural dispersa,7119,3244,12,3512,4,3,1,18,325,,,
34049. Pilcomayo,0. __tot__,94116,45663,127,43399,103,22,26,46,4730,,,
34049. Pilcomayo,1. Urbana,75251,36990,81,34086,88,20,19,44,3923,,,
34049. Pilcomayo,2. Rural agrupada,3885,1829,8,1819,2,,,2,225,,,
34049. Pilcomayo,3. Rural dispersa,14980,6844,38,7494,13,2,7,,582,,,
34056. Pirané,0. __tot__,72560,34717,106,33795,97,25,34,57,3729,,,
34056. Pirané,1. Urbana,60725,29669,80,27788,80,16,24,46,3022,,,
34056. Pirané,2. Rural agrupada,379,189,1,184,,,,,5,,,
34056. Pirané,3. Rural dispersa,11456,4859,25,5823,17,9,10,11,702,,,
34063. Ramón Lista,0. __tot__,17678,8517,18,8477,6,,,3,657,,,
34063. Ramón Lista,1. Urbana,5376,2614,3,2562,,,,2,195,,,
34063. Ramón Lista,2. Rural agrupada,5888,2844,7,2774,3,,,1,259,,,
34063. Ramón Lista,3. Rural dispersa,6414,3059,8,3141,3,,,,203,,,
38007. Cochinoca,0. __tot__,14998,7117,34,6511,53,6,10,6,1261,,,
38007. Cochinoca,1. Urbana,10899,5299,21,4813,18,2,3,2,741,,,
38007. Cochinoca,2. Rural agrupada,2030,980,2,909,5,2,4,2,126,,,
38007. Cochinoca,3. Rural dispersa,2069,838,11,789,30,2,3,2,394,,,
38014. El Carmen,0. __tot__,122259,55845,226,54648,303,212,167,222,10636,,,
38014. El Carmen,1. Urbana,107095,48916,190,47351,290,201,158,208,9781,,,
38014. El Carmen,2. Rural agrupada,6640,3172,16,3041,6,7,,8,390,,,
38014. El Carmen,3. Rural dispersa,8524,3757,20,4256,7,4,9,6,465,,,
38021. Dr. Manuel Belgrano,0. __tot__,319469,153173,612,140089,939,692,591,599,22774,,,
38021. Dr. Manuel Belgrano,1. Urbana,315283,151370,592,138125,913,680,580,592,22431,,,
38021. Dr. Manuel Belgrano,2. Rural agrupada,1594,725,6,747,8,6,5,1,96,,,
38021. Dr. Manuel Belgrano,3. Rural dispersa,2592,1078,14,1217,18,6,6,6,247,,,
38028. Humahuaca,0. __tot__,20877,9535,61,8603,151,65,56,48,2358,,,
38028. Humahuaca,1. Urbana,14865,7178,30,6370,83,34,34,29,1107,,,
38028. Humahuaca,2. Rural agrupada,3404,1350,17,1265,33,18,10,8,703,,,
38028. Humahuaca,3. Rural dispersa,2608,1007,14,968,35,13,12,11,548,,,
38035. Ledesma,0. __tot__,94132,44055,164,43049,203,71,70,72,6448,,,
38035. Ledesma,1. Urbana,88678,41637,142,40561,176,64,64,68,5966,,,
38035. Ledesma,2. Rural agrupada,2339,1049,11,1087,8,2,2,2,178,,,
38035. Ledesma,3. Rural dispersa,3115,1369,11,1401,19,5,4,2,304,,,
38042. Palpalá,0. __tot__,65522,31026,71,29869,144,55,90,136,4131,,,
38042. Palpalá,1. Urbana,63758,30183,69,29034,144,54,89,134,4051,,,
38042. Palpalá,2. Rural agrupada,603,308,1,273,,,1,,20,,,
38042. Palpalá,3. Rural dispersa,1161,535,1,562,,1,,2,60,,,
38049. Rinconada,0. __tot__,1797,830,2,846,3,1,3,2,110,,,
38049. Rinconada,2. Rural agrupada,1143,566,1,543,,1,1,,31,,,
38049. Rinconada,3. Rural dispersa,654,264,1,303,3,,2,2,79,,,
38056. San Antonio,0. __tot__,6729,3008,15,3078,23,29,30,18,528,,,
38056. San Antonio,1. Urbana,2050,974,1,939,2,,2,4,128,,,
38056. San Antonio,2. Rural agrupada,3823,1684,10,1695,20,25,23,13,353,,,
38056. San Antonio,3. Rural dispersa,856,350,4,444,1,4,5,1,47,,,
38063. San Pedro,0. __tot__,88237,41564,188,40001,191,83,74,89,6047,,,
38063. San Pedro,1. Urbana,81544,38658,167,36725,178,76,62,76,5602,,,
38063. San Pedro,2. Rural agrupada,5454,2395,20,2620,11,6,12,10,380,,,
38063. San Pedro,3. Rural dispersa,1239,511,1,656,2,1,,3,65,,,
38070. Santa Bárbara,0. __tot__,20497,9308,46,9670,39,8,13,9,1404,,,
38070. Santa Bárbara,1. Urbana,16682,7638,32,7691,27,6,10,8,1270,,,
38070. Santa Bárbara,2. Rural agrupada,1934,883,5,972,7,,3,1,63,,,
38070. Santa Bárbara,3. Rural dispersa,1881,787,9,1007,5,2,,,71,,,
38077. Santa Catalina,0. __tot__,2641,1086,17,1004,53,20,17,4,440,,,
38077. Santa Catalina,2. Rural agrupada,1970,864,13,804,30,15,10,1,233,,,
38077. Santa Catalina,3. Rural dispersa,671,222,4,200,23,5,7,3,207,,,
38084. Susques,0. __tot__,3966,1848,7,1787,9,4,1,4,306,,,
38084. Susques,2. Rural agrupada,3458,1630,6,1601,7,2,1,,211,,,
38084. Susques,3. Rural dispersa,508,218,1,186,2,2,,4,95,,,
38094. Tilcara,0. __tot__,14621,7198,27,6765,19,13,6,19,574,,,
38094. Tilcara,1. Urbana,10384,5155,22,4742,14,9,6,10,426,,,
38094. Tilcara,2. Rural agrupada,1611,824,1,750,2,1,,5,28,,,
38094. Tilcara,3. Rural dispersa,2626,1219,4,1273,3,3,,4,120,,,
38098. Tumbaya,0. __tot__,5298,2481,9,2341,11,4,1,3,448,,,
38098. Tumbaya,2. Rural agrupada,3803,1837,6,1687,3,3,1,3,263,,,
38098. Tumbaya,3. Rural dispersa,1495,644,3,654,8,1,,,185,,,
38105. Valle Grande,0. __tot__,2490,1090,4,1124,12,3,2,5,250,,,
38105. Valle Grande,2. Rural agrupada,2081,960,3,950,8,1,2,3,154,,,
38105. Valle Grande,3. Rural dispersa,409,130,1,174,4,2,,2,96,,,
38112. Yavi,0. __tot__,25831,12493,58,11042,90,65,60,29,1994,,,
38112. Yavi,1. Urbana,22078,10756,44,9401,76,54,53,26,1668,,,
38112. Yavi,2. Rural agrupada,1674,753,6,730,8,7,6,3,161,,,
38112. Yavi,3. Rural dispersa,2079,984,8,911,6,4,1,,165,,,
42007. Atreucó,0. __tot__,11053,5396,8,5435,6,2,1,4,201,,,
42007. Atreucó,1. Urbana,7688,3795,6,3726,4,2,1,4,150,,,
42007. Atreucó,2. Rural agrupada,2688,1324,2,1315,1,,,,46,,,
42007. Atreucó,3. Rural dispersa,677,277,,394,1,,,,5,,,
42014. Caleu Caleu,0. __tot__,2611,1268,,1268,2,,,,73,,,
42014. Caleu Caleu,1. Urbana,2395,1197,,1127,2,,,,69,,,
42014. Caleu Caleu,2. Rural agrupada,22,12,,10,,,,,,,,
42014. Caleu Caleu,3. Rural dispersa,194,59,,131,,,,,4,,,
42021. Capital,0. __tot__,118504,59781,124,55289,69,67,38,230,2906,,,
42021. Capital,1. Urbana,117835,59536,118,54897,69,67,38,226,2884,,,
42021. Capital,3. Rural dispersa,669,245,6,392,,,,4,22,,,
42028. Catriló,0. __tot__,8225,3979,5,4008,4,1,,3,225,,,
42028. Catriló,1. Urbana,4652,2261,3,2230,2,,,3,153,,,
42028. Catriló,2. Rural agrupada,3058,1495,,1498,2,1,,,62,,,
42028. Catriló,3. Rural dispersa,515,223,2,280,,,,,10,,,
42035. Conhelo,0. __tot__,15094,7382,16,7310,2,6,,11,367,,,
42035. Conhelo,1. Urbana,12568,6225,15,5993,1,6,,9,319,,,
42035. Conhelo,2. Rural agrupada,1653,787,1,823,1,,,2,39,,,
42035. Conhelo,3. Rural dispersa,873,370,,494,,,,,9,,,
42042. Curacó,0. __tot__,1103,482,3,565,3,,,1,49,,,
42042. Curacó,2. Rural agrupada,972,445,3,490,2,,,,32,,,
42042. Curacó,3. Rural dispersa,131,37,,75,1,,,1,17,,,
42049. Chalileo,0. __tot__,2868,1409,5,1367,,1,,8,78,,,
42049. Chalileo,1. Urbana,2710,1366,4,1261,,1,,8,70,,,
42049. Chalileo,3. Rural dispersa,158,43,1,106,,,,,8,,,
42056. Chapaleufú,0. __tot__,12277,5924,9,6006,3,2,,7,326,,,
42056. Chapaleufú,1. Urbana,8295,4074,7,3964,2,2,,5,241,,,
42056. Chapaleufú,2. Rural agrupada,3364,1615,2,1683,1,,,1,62,,,
42056. Chapaleufú,3. Rural dispersa,618,235,,359,,,,1,23,,,
42063. Chical Co,0. __tot__,1461,700,1,735,1,,,2,22,,,
42063. Chical Co,2. Rural agrupada,1244,615,1,607,,,,2,19,,,
42063. Chical Co,3. Rural dispersa,217,85,,128,1,,,,3,,,
42070. Guatraché,0. __tot__,9397,4573,13,4673,6,2,2,8,120,,,
42070. Guatraché,1. Urbana,4085,2056,6,1955,5,2,,4,57,,,
42070. Guatraché,2. Rural agrupada,3557,1728,7,1777,1,,1,4,39,,,
42070. Guatraché,3. Rural dispersa,1755,789,,941,,,1,,24,,,
42077. Hucal,0. __tot__,7713,3756,10,3794,3,,2,10,138,,,
42077. Hucal,1. Urbana,5237,2606,2,2525,2,,2,8,92,,,
42077. Hucal,2. Rural agrupada,2041,1005,4,987,1,,,2,42,,,
42077. Hucal,3. Rural dispersa,435,145,4,282,,,,,4,,,
42084. Lihuel Calel,0. __tot__,428,181,1,233,,,,,13,,,
42084. Lihuel Calel,2. Rural agrupada,253,127,,121,,,,,5,,,
42084. Lihuel Calel,3. Rural dispersa,175,54,1,112,,,,,8,,,
42091. Limay Mahuida,0. __tot__,413,190,1,216,1,,,,5,,,
42091. Limay Mahuida,2. Rural agrupada,332,167,1,160,1,,,,3,,,
42091. Limay Mahuida,3. Rural dispersa,81,23,,56,,,,,2,,,
42098. Loventué,0. __tot__,9243,4497,6,4509,4,1,,14,212,,,
42098. Loventué,1. Urbana,6254,3121,3,2958,4,1,,13,154,,,
42098. Loventué,2. Rural agrupada,2669,1294,2,1319,,,,1,53,,,
42098. Loventué,3. Rural dispersa,320,82,1,232,,,,,5,,,
42105. Maracó,0. __tot__,69067,34556,66,32516,40,28,19,81,1761,,,
42105. Maracó,1. Urbana,66805,33517,62,31347,38,28,19,77,1717,,,
42105. Maracó,2. Rural agrupada,1768,842,2,879,2,,,3,40,,,
42105. Maracó,3. Rural dispersa,494,197,2,290,,,,1,4,,,
42112. Puelén,0. __tot__,11636,5570,13,5686,6,3,,11,347,,,
42112. Puelén,1. Urbana,10215,4951,8,4970,6,3,,10,267,,,
42112. Puelén,2. Rural agrupada,812,383,2,384,,,,1,42,,,
42112. Puelén,3. Rural dispersa,609,236,3,332,,,,,38,,,
42119. Quemú Quemú,0. __tot__,8404,4041,8,4179,3,2,3,6,162,,,
42119. Quemú Quemú,1. Urbana,6679,3238,5,3302,2,2,2,6,122,,,
42119. Quemú Quemú,2. Rural agrupada,1420,672,3,708,1,,,,36,,,
42119. Quemú Quemú,3. Rural dispersa,305,131,,169,,,1,,4,,,
42126. Rancul,0. __tot__,11090,5340,10,5494,6,1,2,8,229,,,
42126. Rancul,1. Urbana,8321,4079,9,4037,5,,2,7,182,,,
42126. Rancul,2. Rural agrupada,2045,990,1,1016,,1,,,37,,,
42126. Rancul,3. Rural dispersa,724,271,,441,1,,,1,10,,,
42133. Realicó,0. __tot__,17356,8566,10,8404,10,3,4,10,349,,,
42133. Realicó,1. Urbana,13080,6531,6,6272,9,3,3,9,247,,,
42133. Realicó,2. Rural agrupada,3857,1875,3,1877,1,,1,1,99,,,
42133. Realicó,3. Rural dispersa,419,160,1,255,,,,,3,,,
42140. Toay,0. __tot__,17927,8650,24,8657,22,15,5,25,529,,,
42140. Toay,1. Urbana,17151,8312,23,8237,20,15,5,23,516,,,
42140. Toay,2. Rural agrupada,332,162,,169,,,,1,,,,
42140. Toay,3. Rural dispersa,444,176,1,251,2,,,1,13,,,
42147. Trenel,0. __tot__,5637,2751,9,2757,1,2,,4,113,,,
42147. Trenel,1. Urbana,3624,1798,4,1734,1,,,4,83,,,
42147. Trenel,2. Rural agrupada,1709,819,5,858,,1,,,26,,,
42147. Trenel,3. Rural dispersa,304,134,,165,,1,,,4,,,
42154. Utracán,0. __tot__,17686,8623,18,8592,12,,1,13,427,,,
42154. Utracán,1. Urbana,15101,7451,15,7226,10,,1,12,386,,,
42154. Utracán,2. Rural agrupada,2020,982,1,1007,,,,1,29,,,
42154. Utracán,3. Rural dispersa,565,190,2,359,2,,,,12,,,
46007. Arauco,0. __tot__,16251,7896,24,7795,12,,5,4,515,,,
46007. Arauco,1. Urbana,14223,6926,18,6811,12,,5,4,447,,,
46007. Arauco,2. Rural agrupada,1942,941,6,944,,,,,51,,,
46007. Arauco,3. Rural dispersa,86,29,,40,,,,,17,,,
46014. Capital,0. __tot__,210507,103683,235,96182,209,117,101,223,9757,,,
46014. Capital,1. Urbana,208638,102872,233,95260,209,116,100,222,9626,,,
46014. Capital,3. Rural dispersa,1869,811,2,922,,1,1,1,131,,,
46021. Castro Barros,0. __tot__,5810,2346,26,2310,42,35,29,18,1004,,,
46021. Castro Barros,1. Urbana,2219,907,6,885,17,10,14,3,377,,,
46021. Castro Barros,2. Rural agrupada,3425,1356,20,1347,25,25,15,14,623,,,
46021. Castro Barros,3. Rural dispersa,166,83,,78,,,,1,4,,,
46028. General Felipe Varela,0. __tot__,11371,5414,15,5530,5,1,3,5,398,,,
46028. General Felipe Varela,1. Urbana,9052,4354,8,4339,5,1,3,5,337,,,
46028. General Felipe Varela,2. Rural agrupada,1789,833,2,902,,,,,52,,,
46028. General Felipe Varela,3. Rural dispersa,530,227,5,289,,,,,9,,,
46035. Chamical,0. __tot__,15630,7628,13,7318,8,8,7,4,644,,,
46035. Chamical,1. Urbana,14758,7269,12,6849,8,8,7,4,601,,,
46035. Chamical,2. Rural agrupada,106,47,,45,,,,,14,,,
46035. Chamical,3. Rural dispersa,766,312,1,424,,,,,29,,,
46042. Chilecito,0. __tot__,58681,28251,80,26999,79,41,29,57,3145,,,
46042. Chilecito,1. Urbana,56066,27070,77,25731,78,40,27,55,2988,,,
46042. Chilecito,2. Rural agrupada,2046,935,3,992,1,1,1,1,112,,,
46042. Chilecito,3. Rural dispersa,569,246,,276,,,1,1,45,,,
46049. Famatina,0. __tot__,6984,3300,12,3410,5,3,3,11,240,,,
46049. Famatina,1. Urbana,3215,1513,4,1516,4,2,3,7,166,,,
46049. Famatina,2. Rural agrupada,3562,1694,7,1790,1,1,,4,65,,,
46049. Famatina,3. Rural dispersa,207,93,1,104,,,,,9,,,
46056. Ángel Vicente Peñaloza,0. __tot__,3184,1523,2,1529,6,2,1,,121,,,
46056. Ángel Vicente Peñaloza,2. Rural agrupada,1960,971,1,890,4,2,,,92,,,
46056. Ángel Vicente Peñaloza,3. Rural dispersa,1224,552,1,639,2,,1,,29,,,
46063. General Belgrano,0. __tot__,7615,3689,13,3578,7,1,2,4,321,,,
46063. General Belgrano,1. Urbana,5134,2549,12,2341,4,1,2,4,221,,,
46063. General Belgrano,2. Rural agrupada,1620,767,,790,2,,,,61,,,
46063. General Belgrano,3. Rural dispersa,861,373,1,447,1,,,,39,,,
46070. General Juan Facundo Quiroga,0. __tot__,4013,1777,14,1924,17,6,5,11,259,,,
46070. General Juan Facundo Quiroga,2. Rural agrupada,2951,1345,11,1378,8,3,4,11,191,,,
46070. General Juan Facundo Quiroga,3. Rural dispersa,1062,432,3,546,9,3,1,,68,,,
46077. General Lamadrid,0. __tot__,1885,922,4,888,2,1,,,68,,,
46077. General Lamadrid,2. Rural agrupada,1834,899,4,861,2,1,,,67,,,
46077. General Lamadrid,3. Rural dispersa,51,23,,27,,,,,1,,,
46084. General Ortiz de Ocampo,0. __tot__,7347,3493,12,3603,3,2,,10,224,,,
46084. General Ortiz de Ocampo,1. Urbana,5951,2903,9,2844,3,2,,8,182,,,
46084. General Ortiz de Ocampo,2. Rural agrupada,532,253,1,261,,,,,17,,,
46084. General Ortiz de Ocampo,3. Rural dispersa,864,337,2,498,,,,2,25,,,
46091. General San Martín,0. __tot__,5017,2443,8,2448,1,,,3,114,,,
46091. General San Martín,1. Urbana,3527,1749,6,1671,,,,3,98,,,
46091. General San Martín,3. Rural dispersa,1490,694,2,777,1,,,,16,,,
46098. Vinchina,0. __tot__,2695,1253,7,1325,1,,1,1,107,,,
46098. Vinchina,1. Urbana,2405,1144,7,1166,1,,1,1,85,,,
46098. Vinchina,2. Rural agrupada,195,77,,101,,,,,17,,,
46098. Vinchina,3. Rural dispersa,95,32,,58,,,,,5,,,
46105. Independencia,0. __tot__,2399,1149,3,1166,,,,7,74,,,
46105. Independencia,2. Rural agrupada,1994,989,2,937,,,,1,65,,,
46105. Independencia,3. Rural dispersa,405,160,1,229,,,,6,9,,,
46112. Rosario Vera Peñaloza,0. __tot__,15764,7564,27,7314,15,5,10,9,820,,,
46112. Rosario Vera Peñaloza,1. Urbana,13146,6452,21,6056,6,2,5,6,598,,,
46112. Rosario Vera Peñaloza,2. Rural agrupada,714,334,3,303,4,,1,1,68,,,
46112. Rosario Vera Peñaloza,3. Rural dispersa,1904,778,3,955,5,3,4,2,154,,,
46119. San Blas de Los Sauces,0. __tot__,4306,2111,,2076,5,1,,3,110,,,
46119. San Blas de Los Sauces,1. Urbana,4287,2103,,2067,5,1,,3,108,,,
46119. San Blas de Los Sauces,3. Rural dispersa,19,8,,9,,,,,2,,,
46126. Sanagasta,0. __tot__,2994,1349,5,1306,5,3,2,2,322,,,
46126. Sanagasta,1. Urbana,2925,1322,4,1266,5,3,2,2,321,,,
46126. Sanagasta,3. Rural dispersa,69,27,1,40,,,,,1,,,
50007. Capital,0. __tot__,123715,59007,219,51216,314,226,241,407,12085,,,
50007. Capital,1. Urbana,123516,58914,219,51120,314,226,241,407,12075,,,
50007. Capital,3. Rural dispersa,199,93,,96,,,,,10,,,
50014. General Alvear,0. __tot__,52379,24219,92,22441,241,98,104,116,5068,,,
50014. General Alvear,1. Urbana,41631,19679,79,17750,212,81,93,95,3642,,,
50014. General Alvear,2. Rural agrupada,1885,880,2,825,3,4,1,2,168,,,
50014. General Alvear,3. Rural dispersa,8863,3660,11,3866,26,13,10,19,1258,,,
50021. Godoy Cruz,0. __tot__,194557,95940,230,85750,243,183,146,399,11666,,,
50021. Godoy Cruz,1. Urbana,194044,95698,230,85500,243,183,145,399,11646,,,
50021. Godoy Cruz,3. Rural dispersa,513,242,,250,,,1,,20,,,
50028. Guaymallén,0. __tot__,320871,153543,424,143305,474,238,186,463,22238,,,
50028. Guaymallén,1. Urbana,308934,147994,400,137717,457,230,181,456,21499,,,
50028. Guaymallén,3. Rural dispersa,11937,5549,24,5588,17,8,5,7,739,,,
50035. Junín,0. __tot__,46472,21442,94,20324,111,51,69,83,4298,,,
50035. Junín,1. Urbana,28204,13393,41,12322,39,35,26,50,2298,,,
50035. Junín,2. Rural agrupada,5899,2650,22,2473,33,6,14,12,689,,,
50035. Junín,3. Rural dispersa,12369,5399,31,5529,39,10,29,21,1311,,,
50042. La Paz,0. __tot__,12018,5741,19,5626,7,4,10,8,603,,,
50042. La Paz,1. Urbana,9559,4631,17,4413,7,4,9,8,470,,,
50042. La Paz,2. Rural agrupada,1222,579,2,580,,,,,61,,,
50042. La Paz,3. Rural dispersa,1237,531,,633,,,1,,72,,,
50049. Las Heras,0. __tot__,233839,110153,357,102581,518,265,179,322,19464,,,
50049. Las Heras,1. Urbana,221400,104645,332,97110,464,247,165,304,18133,,,
50049. Las Heras,2. Rural agrupada,2529,1168,2,1170,4,1,,6,178,,,
50049. Las Heras,3. Rural dispersa,9910,4340,23,4301,50,17,14,12,1153,,,
50056. Lavalle,0. __tot__,47086,22178,77,21956,46,13,29,24,2763,,,
50056. Lavalle,1. Urbana,17679,8592,30,7887,28,11,11,10,1110,,,
50056. Lavalle,2. Rural agrupada,10243,4986,10,4774,4,,6,8,455,,,
50056. Lavalle,3. Rural dispersa,19164,8600,37,9295,14,2,12,6,1198,,,
50063. Luján de Cuyo,0. __tot__,171883,79872,225,75603,316,121,143,321,15282,,,
50063. Luján de Cuyo,1. Urbana,155082,72802,184,68256,274,109,120,290,13047,,,
50063. Luján de Cuyo,2. Rural agrupada,6820,2770,18,2821,28,8,9,18,1148,,,
50063. Luján de Cuyo,3. Rural dispersa,9981,4300,23,4526,14,4,14,13,1087,,,
50070. Maipú,0. __tot__,218887,101795,295,96028,515,139,139,341,19635,,,
50070. Maipú,1. Urbana,181902,86013,215,80095,387,98,100,279,14715,,,
50070. Maipú,2. Rural agrupada,1799,789,4,829,2,3,1,3,168,,,
50070. Maipú,3. Rural dispersa,35186,14993,76,15104,126,38,38,59,4752,,,
50077. Malargüe,0. __tot__,32596,15768,36,15435,29,13,4,32,1279,,,
50077. Malargüe,1. Urbana,27355,13534,31,12749,23,9,2,31,976,,,
50077. Malargüe,2. Rural agrupada,965,440,,490,1,,,,34,,,
50077. Malargüe,3. Rural dispersa,4276,1794,5,2196,5,4,2,1,269,,,
50084. Rivadavia,0. __tot__,63589,30710,76,29220,62,31,18,56,3416,,,
50084. Rivadavia,1. Urbana,34830,17387,36,15868,19,14,2,34,1470,,,
50084. Rivadavia,2. Rural agrupada,15772,7500,24,7196,27,9,13,14,989,,,
50084. Rivadavia,3. Rural dispersa,12987,5823,16,6156,16,8,3,8,957,,,
50091. San Carlos,0. __tot__,39752,19080,52,18543,28,9,10,24,2006,,,
50091. San Carlos,1. Urbana,25691,12660,39,11738,20,6,8,21,1199,,,
50091. San Carlos,2. Rural agrupada,3048,1440,6,1487,2,,,,113,,,
50091. San Carlos,3. Rural dispersa,11013,4980,7,5318,6,3,2,3,694,,,
50098. San Martín,0. __tot__,139406,63760,295,59401,365,133,116,183,15153,,,
50098. San Martín,1. Urbana,99993,47291,166,42839,211,96,67,120,9203,,,
50098. San Martín,2. Rural agrupada,9305,3992,15,3761,22,5,11,10,1489,,,
50098. San Martín,3. Rural dispersa,30108,12477,114,12801,132,32,38,53,4461,,,
50105. San Rafael,0. __tot__,213204,100983,384,93699,609,258,285,362,16624,,,
50105. San Rafael,1. Urbana,167310,80050,308,71983,513,223,245,301,13687,,,
50105. San Rafael,2. Rural agrupada,8302,3842,21,3562,30,8,11,17,811,,,
50105. San Rafael,3. Rural dispersa,37592,17091,55,18154,66,27,29,44,2126,,,
50112. Santa Rosa,0. __tot__,19379,9119,29,9296,15,7,6,14,893,,,
50112. Santa Rosa,1. Urbana,10913,5231,10,5107,7,7,4,7,540,,,
50112. Santa Rosa,2. Rural agrupada,1945,924,5,935,1,,,2,78,,,
50112. Santa Rosa,3. Rural dispersa,6521,2964,14,3254,7,,2,5,275,,,
50119. Tunuyán,0. __tot__,59972,28057,135,26245,145,67,76,108,5139,,,
50119. Tunuyán,1. Urbana,47979,22738,110,20791,118,61,71,93,3997,,,
50119. Tunuyán,2. Rural agrupada,3444,1519,7,1531,6,1,1,5,374,,,
50119. Tunuyán,3. Rural dispersa,8549,3800,18,3923,21,5,4,10,768,,,
50126. Tupungato,0. __tot__,41168,19164,60,19208,44,22,36,38,2596,,,
50126. Tupungato,1. Urbana,25081,11880,25,11669,20,15,21,18,1433,,,
50126. Tupungato,2. Rural agrupada,5800,2668,14,2590,6,1,4,2,515,,,
50126. Tupungato,3. Rural dispersa,10287,4616,21,4949,18,6,11,18,648,,,
54007. Apóstoles,0. __tot__,50503,24543,60,23767,23,8,6,34,2062,,,
54007. Apóstoles,1. Urbana,44124,21575,49,20643,17,7,4,32,1797,,,
54007. Apóstoles,2. Rural agrupada,2247,1091,3,1084,,,,,69,,,
54007. Apóstoles,3. Rural dispersa,4132,1877,8,2040,6,1,2,2,196,,,
54014. Cainguás,0. __tot__,59875,27852,59,27991,46,16,9,36,3866,,,
54014. Cainguás,1. Urbana,37303,17996,35,16992,27,10,5,32,2206,,,
54014. Cainguás,2. Rural agrupada,3002,1332,1,1406,3,,,,260,,,
54014. Cainguás,3. Rural dispersa,19570,8524,23,9593,16,6,4,4,1400,,,
54021. Candelaria,0. __tot__,34945,16693,41,15988,29,15,6,36,2137,,,
54021. Candelaria,1. Urbana,26882,13111,33,12223,25,14,5,32,1439,,,
54021. Candelaria,2. Rural agrupada,3825,1863,2,1816,,,,4,140,,,
54021. Candelaria,3. Rural dispersa,4238,1719,6,1949,4,1,1,,558,,,
54028. Capital,0. __tot__,391498,192840,360,174910,304,208,184,520,22172,,,
54028. Capital,1. Urbana,389070,191790,360,173761,303,208,183,516,21949,,,
54028. Capital,2. Rural agrupada,371,184,,181,,,,,6,,,
54028. Capital,3. Rural dispersa,2057,866,,968,1,,1,4,217,,,
54035. Concepción,0. __tot__,10303,4822,8,4688,13,4,8,11,749,,,
54035. Concepción,1. Urbana,6933,3293,5,3102,10,3,6,8,506,,,
54035. Concepción,2. Rural agrupada,540,270,1,254,,,,,15,,,
54035. Concepción,3. Rural dispersa,2830,1259,2,1332,3,1,2,3,228,,,
54042. Eldorado,0. __tot__,91133,44288,94,42149,61,34,30,72,4405,,,
54042. Eldorado,1. Urbana,79169,38776,81,36301,47,29,24,67,3844,,,
54042. Eldorado,2. Rural agrupada,4780,2325,5,2318,,,1,1,130,,,
54042. Eldorado,3. Rural dispersa,7184,3187,8,3530,14,5,5,4,431,,,
54049. General Manuel Belgrano,0. __tot__,45456,20686,83,20982,61,13,13,41,3577,,,
54049. General Manuel Belgrano,1. Urbana,32027,14733,57,14307,53,8,11,37,2821,,,
54049. General Manuel Belgrano,2. Rural agrupada,2232,1045,4,1079,1,,,1,102,,,
54049. General Manuel Belgrano,3. Rural dispersa,11197,4908,22,5596,7,5,2,3,654,,,
54056. Guaraní,0. __tot__,77075,36351,102,36644,66,10,14,129,3759,,,
54056. Guaraní,1. Urbana,36384,17789,42,16656,32,6,4,114,1741,,,
54056. Guaraní,2. Rural agrupada,3523,1633,7,1681,3,,,2,197,,,
54056. Guaraní,3. Rural dispersa,37168,16929,53,18307,31,4,10,13,1821,,,
54063. Iguazú,0. __tot__,99838,47129,138,45404,125,36,31,94,6881,,,
54063. Iguazú,1. Urbana,93971,44610,121,42606,114,34,26,91,6369,,,
54063. Iguazú,2. Rural agrupada,451,203,2,169,4,,2,2,69,,,
54063. Iguazú,3. Rural dispersa,5416,2316,15,2629,7,2,3,1,443,,,
54070. Leandro N. Alem,0. __tot__,49391,23903,44,23086,35,11,7,37,2268,,,
54070. Leandro N. Alem,1. Urbana,31288,15522,30,14328,24,8,6,34,1336,,,
54070. Leandro N. Alem,2. Rural agrupada,5131,2450,4,2359,2,,,2,314,,,
54070. Leandro N. Alem,3. Rural dispersa,12972,5931,10,6399,9,3,1,1,618,,,
54077. Libertador General San Martín,0. __tot__,52166,24938,34,24270,31,11,9,51,2822,,,
54077. Libertador General San Martín,1. Urbana,34143,16511,20,15646,19,7,8,36,1896,,,
54077. Libertador General San Martín,2. Rural agrupada,8315,3945,2,4002,4,2,,7,353,,,
