DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Sí,2. No,0. __mv__,0. __na__,
74049. Junín,7. Prefiero no contestar,110,92,18,,,
74049. Junín,9. Ignorado,3055,2368,687,,,
74056. Juan Martín de Pueyrredón,0. __tot__,260769,210910,49859,,,
74056. Juan Martín de Pueyrredón,1. Mujer,119055,97524,21531,,,
74056. Juan Martín de Pueyrredón,2. Mujer trans/travesti,334,249,85,,,
74056. Juan Martín de Pueyrredón,3. Varón,110630,89167,21463,,,
74056. Juan Martín de Pueyrredón,4. Varón trans/masculinidad trans,469,354,115,,,
74056. Juan Martín de Pueyrredón,5. No binario,303,247,56,,,
74056. Juan Martín de Pueyrredón,6. Otra identidad/ninguna de las anteriores,218,163,55,,,
74056. Juan Martín de Pueyrredón,7. Prefiero no contestar,467,382,85,,,
74056. Juan Martín de Pueyrredón,9. Ignorado,29293,22824,6469,,,
74063. Libertador General San Martín,0. __tot__,4691,3175,1516,,,
74063. Libertador General San Martín,1. Mujer,1932,1398,534,,,
74063. Libertador General San Martín,2. Mujer trans/travesti,4,2,2,,,
74063. Libertador General San Martín,3. Varón,2156,1405,751,,,
74063. Libertador General San Martín,4. Varón trans/masculinidad trans,6,1,5,,,
74063. Libertador General San Martín,5. No binario,2,,2,,,
74063. Libertador General San Martín,6. Otra identidad/ninguna de las anteriores,3,3,,,,
74063. Libertador General San Martín,7. Prefiero no contestar,2,1,1,,,
74063. Libertador General San Martín,9. Ignorado,586,365,221,,,
78007. Corpen Aike,0. __tot__,15035,12893,2142,,,
78007. Corpen Aike,1. Mujer,7040,6129,911,,,
78007. Corpen Aike,2. Mujer trans/travesti,14,10,4,,,
78007. Corpen Aike,3. Varón,6825,5857,968,,,
78007. Corpen Aike,4. Varón trans/masculinidad trans,20,14,6,,,
78007. Corpen Aike,5. No binario,13,10,3,,,
78007. Corpen Aike,6. Otra identidad/ninguna de las anteriores,5,5,,,,
78007. Corpen Aike,7. Prefiero no contestar,48,34,14,,,
78007. Corpen Aike,9. Ignorado,1070,834,236,,,
78014. Deseado,0. __tot__,126266,104812,21454,,,
78014. Deseado,1. Mujer,58586,49472,9114,,,
78014. Deseado,2. Mujer trans/travesti,185,147,38,,,
78014. Deseado,3. Varón,58161,48022,10139,,,
78014. Deseado,4. Varón trans/masculinidad trans,364,275,89,,,
78014. Deseado,5. No binario,131,105,26,,,
78014. Deseado,6. Otra identidad/ninguna de las anteriores,88,64,24,,,
78014. Deseado,7. Prefiero no contestar,240,181,59,,,
78014. Deseado,9. Ignorado,8511,6546,1965,,,
78021. Güer Aike,0. __tot__,137309,126588,10721,,,
78021. Güer Aike,1. Mujer,63775,59356,4419,,,
78021. Güer Aike,2. Mujer trans/travesti,196,172,24,,,
78021. Güer Aike,3. Varón,61427,56504,4923,,,
78021. Güer Aike,4. Varón trans/masculinidad trans,314,264,50,,,
78021. Güer Aike,5. No binario,164,143,21,,,
78021. Güer Aike,6. Otra identidad/ninguna de las anteriores,137,121,16,,,
78021. Güer Aike,7. Prefiero no contestar,287,252,35,,,
78021. Güer Aike,9. Ignorado,11009,9776,1233,,,
78028. Lago Argentino,0. __tot__,25384,22705,2679,,,
78028. Lago Argentino,1. Mujer,11767,10640,1127,,,
78028. Lago Argentino,2. Mujer trans/travesti,39,32,7,,,
78028. Lago Argentino,3. Varón,11535,10308,1227,,,
78028. Lago Argentino,4. Varón trans/masculinidad trans,63,53,10,,,
78028. Lago Argentino,5. No binario,40,33,7,,,
78028. Lago Argentino,6. Otra identidad/ninguna de las anteriores,24,20,4,,,
78028. Lago Argentino,7. Prefiero no contestar,79,67,12,,,
78028. Lago Argentino,9. Ignorado,1837,1552,285,,,
78035. Lago Buenos Aires,0. __tot__,12584,11387,1197,,,
78035. Lago Buenos Aires,1. Mujer,5872,5391,481,,,
78035. Lago Buenos Aires,2. Mujer trans/travesti,23,21,2,,,
78035. Lago Buenos Aires,3. Varón,5949,5353,596,,,
78035. Lago Buenos Aires,4. Varón trans/masculinidad trans,24,20,4,,,
78035. Lago Buenos Aires,5. No binario,11,7,4,,,
78035. Lago Buenos Aires,6. Otra identidad/ninguna de las anteriores,13,12,1,,,
78035. Lago Buenos Aires,7. Prefiero no contestar,37,30,7,,,
78035. Lago Buenos Aires,9. Ignorado,655,553,102,,,
78042. Magallanes,0. __tot__,12828,11190,1638,,,
78042. Magallanes,1. Mujer,5916,5271,645,,,
78042. Magallanes,2. Mujer trans/travesti,8,7,1,,,
78042. Magallanes,3. Varón,5897,5137,760,,,
78042. Magallanes,4. Varón trans/masculinidad trans,16,8,8,,,
78042. Magallanes,5. No binario,11,8,3,,,
78042. Magallanes,6. Otra identidad/ninguna de las anteriores,6,6,,,,
78042. Magallanes,7. Prefiero no contestar,19,17,2,,,
78042. Magallanes,9. Ignorado,955,736,219,,,
78049. Río Chico,0. __tot__,6271,5796,475,,,
78049. Río Chico,1. Mujer,2845,2681,164,,,
78049. Río Chico,2. Mujer trans/travesti,7,5,2,,,
78049. Río Chico,3. Varón,2751,2543,208,,,
78049. Río Chico,4. Varón trans/masculinidad trans,27,20,7,,,
78049. Río Chico,5. No binario,5,5,,,,
78049. Río Chico,6. Otra identidad/ninguna de las anteriores,10,9,1,,,
78049. Río Chico,7. Prefiero no contestar,21,18,3,,,
78049. Río Chico,9. Ignorado,605,515,90,,,
82007. Belgrano,0. __tot__,48544,39918,8626,,,
82007. Belgrano,1. Mujer,22818,19072,3746,,,
82007. Belgrano,2. Mujer trans/travesti,40,33,7,,,
82007. Belgrano,3. Varón,21985,18137,3848,,,
82007. Belgrano,4. Varón trans/masculinidad trans,53,35,18,,,
82007. Belgrano,5. No binario,9,6,3,,,
82007. Belgrano,6. Otra identidad/ninguna de las anteriores,17,11,6,,,
82007. Belgrano,7. Prefiero no contestar,54,40,14,,,
82007. Belgrano,9. Ignorado,3568,2584,984,,,
82014. Caseros,0. __tot__,86261,69172,17089,,,
82014. Caseros,1. Mujer,42285,34171,8114,,,
82014. Caseros,2. Mujer trans/travesti,84,57,27,,,
82014. Caseros,3. Varón,39833,32088,7745,,,
82014. Caseros,4. Varón trans/masculinidad trans,72,47,25,,,
82014. Caseros,5. No binario,27,21,6,,,
82014. Caseros,6. Otra identidad/ninguna de las anteriores,24,16,8,,,
82014. Caseros,7. Prefiero no contestar,85,60,25,,,
82014. Caseros,9. Ignorado,3851,2712,1139,,,
82021. Castellanos,0. __tot__,189464,161196,28268,,,
82021. Castellanos,1. Mujer,92121,78810,13311,,,
82021. Castellanos,2. Mujer trans/travesti,155,113,42,,,
82021. Castellanos,3. Varón,88039,74904,13135,,,
82021. Castellanos,4. Varón trans/masculinidad trans,112,84,28,,,
82021. Castellanos,5. No binario,55,49,6,,,
82021. Castellanos,6. Otra identidad/ninguna de las anteriores,50,38,12,,,
82021. Castellanos,7. Prefiero no contestar,207,167,40,,,
82021. Castellanos,9. Ignorado,8725,7031,1694,,,
82028. Constitución,0. __tot__,93000,74013,18987,,,
82028. Constitución,1. Mujer,44440,35618,8822,,,
82028. Constitución,2. Mujer trans/travesti,128,91,37,,,
82028. Constitución,3. Varón,41968,33656,8312,,,
82028. Constitución,4. Varón trans/masculinidad trans,99,69,30,,,
82028. Constitución,5. No binario,50,44,6,,,
82028. Constitución,6. Otra identidad/ninguna de las anteriores,84,63,21,,,
82028. Constitución,7. Prefiero no contestar,131,93,38,,,
82028. Constitución,9. Ignorado,6100,4379,1721,,,
82035. Garay,0. __tot__,24853,13040,11813,,,
82035. Garay,1. Mujer,11517,6208,5309,,,
82035. Garay,2. Mujer trans/travesti,30,12,18,,,
82035. Garay,3. Varón,11112,5836,5276,,,
82035. Garay,4. Varón trans/masculinidad trans,12,5,7,,,
82035. Garay,5. No binario,4,2,2,,,
82035. Garay,6. Otra identidad/ninguna de las anteriores,7,4,3,,,
82035. Garay,7. Prefiero no contestar,20,11,9,,,
82035. Garay,9. Ignorado,2151,962,1189,,,
82042. General López,0. __tot__,200455,165148,35307,,,
82042. General López,1. Mujer,98185,81596,16589,,,
82042. General López,2. Mujer trans/travesti,204,143,61,,,
82042. General López,3. Varón,93239,76735,16504,,,
82042. General López,4. Varón trans/masculinidad trans,141,98,43,,,
82042. General López,5. No binario,73,58,15,,,
82042. General López,6. Otra identidad/ninguna de las anteriores,59,37,22,,,
82042. General López,7. Prefiero no contestar,222,172,50,,,
82042. General López,9. Ignorado,8332,6309,2023,,,
82049. General Obligado,0. __tot__,197533,141820,55713,,,
82049. General Obligado,1. Mujer,91279,67087,24192,,,
82049. General Obligado,2. Mujer trans/travesti,241,154,87,,,
82049. General Obligado,3. Varón,85473,61628,23845,,,
82049. General Obligado,4. Varón trans/masculinidad trans,193,130,63,,,
82049. General Obligado,5. No binario,70,54,16,,,
82049. General Obligado,6. Otra identidad/ninguna de las anteriores,122,78,44,,,
82049. General Obligado,7. Prefiero no contestar,220,169,51,,,
82049. General Obligado,9. Ignorado,19935,12520,7415,,,
82056. Iriondo,0. __tot__,73636,60044,13592,,,
82056. Iriondo,1. Mujer,35344,29164,6180,,,
82056. Iriondo,2. Mujer trans/travesti,75,51,24,,,
82056. Iriondo,3. Varón,33171,27134,6037,,,
82056. Iriondo,4. Varón trans/masculinidad trans,60,51,9,,,
82056. Iriondo,5. No binario,23,20,3,,,
82056. Iriondo,6. Otra identidad/ninguna de las anteriores,45,38,7,,,
82056. Iriondo,7. Prefiero no contestar,68,55,13,,,
82056. Iriondo,9. Ignorado,4850,3531,1319,,,
82063. La Capital,0. __tot__,568259,455713,112546,,,
82063. La Capital,1. Mujer,273859,222340,51519,,,
82063. La Capital,2. Mujer trans/travesti,749,531,218,,,
82063. La Capital,3. Varón,246957,198222,48735,,,
82063. La Capital,4. Varón trans/masculinidad trans,870,705,165,,,
82063. La Capital,5. No binario,659,541,118,,,
82063. La Capital,6. Otra identidad/ninguna de las anteriores,576,444,132,,,
82063. La Capital,7. Prefiero no contestar,1114,891,223,,,
82063. La Capital,9. Ignorado,43475,32039,11436,,,
82070. Las Colonias,0. __tot__,114730,94093,20637,,,
82070. Las Colonias,1. Mujer,55169,45536,9633,,,
82070. Las Colonias,2. Mujer trans/travesti,113,78,35,,,
82070. Las Colonias,3. Varón,53214,43733,9481,,,
82070. Las Colonias,4. Varón trans/masculinidad trans,111,83,28,,,
82070. Las Colonias,5. No binario,62,53,9,,,
82070. Las Colonias,6. Otra identidad/ninguna de las anteriores,37,24,13,,,
82070. Las Colonias,7. Prefiero no contestar,158,127,31,,,
82070. Las Colonias,9. Ignorado,5866,4459,1407,,,
82077. 9 de Julio,0. __tot__,30942,19495,11447,,,
82077. 9 de Julio,1. Mujer,14824,9534,5290,,,
82077. 9 de Julio,2. Mujer trans/travesti,45,27,18,,,
82077. 9 de Julio,3. Varón,14466,8943,5523,,,
82077. 9 de Julio,4. Varón trans/masculinidad trans,18,9,9,,,
82077. 9 de Julio,5. No binario,6,5,1,,,
82077. 9 de Julio,6. Otra identidad/ninguna de las anteriores,9,7,2,,,
82077. 9 de Julio,7. Prefiero no contestar,22,14,8,,,
82077. 9 de Julio,9. Ignorado,1552,956,596,,,
82084. Rosario,0. __tot__,1337958,1047367,290591,,,
82084. Rosario,1. Mujer,646735,511540,135195,,,
82084. Rosario,2. Mujer trans/travesti,1590,1132,458,,,
82084. Rosario,3. Varón,586880,460279,126601,,,
82084. Rosario,4. Varón trans/masculinidad trans,1683,1279,404,,,
82084. Rosario,5. No binario,1245,1042,203,,,
82084. Rosario,6. Otra identidad/ninguna de las anteriores,920,724,196,,,
82084. Rosario,7. Prefiero no contestar,2539,2105,434,,,
82084. Rosario,9. Ignorado,96366,69266,27100,,,
82091. San Cristóbal,0. __tot__,72593,52457,20136,,,
82091. San Cristóbal,1. Mujer,34178,25239,8939,,,
82091. San Cristóbal,2. Mujer trans/travesti,86,58,28,,,
82091. San Cristóbal,3. Varón,32186,23257,8929,,,
82091. San Cristóbal,4. Varón trans/masculinidad trans,78,44,34,,,
82091. San Cristóbal,5. No binario,26,17,9,,,
82091. San Cristóbal,6. Otra identidad/ninguna de las anteriores,25,16,9,,,
82091. San Cristóbal,7. Prefiero no contestar,38,27,11,,,
82091. San Cristóbal,9. Ignorado,5976,3799,2177,,,
82098. San Javier,0. __tot__,33180,18999,14181,,,
82098. San Javier,1. Mujer,15598,9178,6420,,,
82098. San Javier,2. Mujer trans/travesti,47,21,26,,,
82098. San Javier,3. Varón,15085,8602,6483,,,
82098. San Javier,4. Varón trans/masculinidad trans,31,15,16,,,
82098. San Javier,5. No binario,11,7,4,,,
82098. San Javier,6. Otra identidad/ninguna de las anteriores,17,7,10,,,
82098. San Javier,7. Prefiero no contestar,35,26,9,,,
82098. San Javier,9. Ignorado,2356,1143,1213,,,
82105. San Jerónimo,0. __tot__,84617,66402,18215,,,
82105. San Jerónimo,1. Mujer,40243,32058,8185,,,
82105. San Jerónimo,2. Mujer trans/travesti,100,68,32,,,
82105. San Jerónimo,3. Varón,38126,29939,8187,,,
82105. San Jerónimo,4. Varón trans/masculinidad trans,84,64,20,,,
82105. San Jerónimo,5. No binario,38,24,14,,,
82105. San Jerónimo,6. Otra identidad/ninguna de las anteriores,63,52,11,,,
82105. San Jerónimo,7. Prefiero no contestar,99,68,31,,,
82105. San Jerónimo,9. Ignorado,5864,4129,1735,,,
82112. San Justo,0. __tot__,46486,33659,12827,,,
82112. San Justo,1. Mujer,21591,15956,5635,,,
82112. San Justo,2. Mujer trans/travesti,69,39,30,,,
82112. San Justo,3. Varón,20238,14859,5379,,,
82112. San Justo,4. Varón trans/masculinidad trans,51,33,18,,,
82112. San Justo,5. No binario,9,6,3,,,
82112. San Justo,6. Otra identidad/ninguna de las anteriores,32,17,15,,,
82112. San Justo,7. Prefiero no contestar,41,30,11,,,
82112. San Justo,9. Ignorado,4455,2719,1736,,,
82119. San Lorenzo,0. __tot__,193786,153766,40020,,,
82119. San Lorenzo,1. Mujer,93851,74849,19002,,,
82119. San Lorenzo,2. Mujer trans/travesti,207,140,67,,,
82119. San Lorenzo,3. Varón,88616,70565,18051,,,
82119. San Lorenzo,4. Varón trans/masculinidad trans,209,166,43,,,
82119. San Lorenzo,5. No binario,92,62,30,,,
82119. San Lorenzo,6. Otra identidad/ninguna de las anteriores,71,56,15,,,
82119. San Lorenzo,7. Prefiero no contestar,262,212,50,,,
82119. San Lorenzo,9. Ignorado,10478,7716,2762,,,
82126. San Martín,0. __tot__,67299,55589,11710,,,
82126. San Martín,1. Mujer,32399,27005,5394,,,
82126. San Martín,2. Mujer trans/travesti,74,51,23,,,
82126. San Martín,3. Varón,30894,25637,5257,,,
82126. San Martín,4. Varón trans/masculinidad trans,67,38,29,,,
82126. San Martín,5. No binario,30,21,9,,,
82126. San Martín,6. Otra identidad/ninguna de las anteriores,22,11,11,,,
82126. San Martín,7. Prefiero no contestar,82,55,27,,,
82126. San Martín,9. Ignorado,3731,2771,960,,,
82133. Vera,0. __tot__,55463,38046,17417,,,
82133. Vera,1. Mujer,25596,18070,7526,,,
82133. Vera,2. Mujer trans/travesti,59,39,20,,,
82133. Vera,3. Varón,23818,16274,7544,,,
82133. Vera,4. Varón trans/masculinidad trans,41,26,15,,,
82133. Vera,5. No binario,18,17,1,,,
82133. Vera,6. Otra identidad/ninguna de las anteriores,24,17,7,,,
82133. Vera,7. Prefiero no contestar,61,47,14,,,
82133. Vera,9. Ignorado,5846,3556,2290,,,
86007. Aguirre,0. __tot__,8959,2257,6702,,,
86007. Aguirre,1. Mujer,4161,1121,3040,,,
86007. Aguirre,2. Mujer trans/travesti,19,6,13,,,
86007. Aguirre,3. Varón,4133,976,3157,,,
86007. Aguirre,4. Varón trans/masculinidad trans,22,5,17,,,
86007. Aguirre,5. No binario,7,2,5,,,
86007. Aguirre,6. Otra identidad/ninguna de las anteriores,6,,6,,,
86007. Aguirre,7. Prefiero no contestar,9,2,7,,,
86007. Aguirre,9. Ignorado,602,145,457,,,
86014. Alberdi,0. __tot__,20104,7567,12537,,,
86014. Alberdi,1. Mujer,9257,3535,5722,,,
86014. Alberdi,2. Mujer trans/travesti,13,2,11,,,
86014. Alberdi,3. Varón,9631,3578,6053,,,
86014. Alberdi,4. Varón trans/masculinidad trans,12,5,7,,,
86014. Alberdi,5. No binario,5,1,4,,,
86014. Alberdi,6. Otra identidad/ninguna de las anteriores,9,4,5,,,
86014. Alberdi,7. Prefiero no contestar,13,4,9,,,
86014. Alberdi,9. Ignorado,1164,438,726,,,
86021. Atamisqui,0. __tot__,14894,3737,11157,,,
86021. Atamisqui,1. Mujer,6915,1800,5115,,,
86021. Atamisqui,2. Mujer trans/travesti,27,4,23,,,
86021. Atamisqui,3. Varón,7036,1710,5326,,,
86021. Atamisqui,4. Varón trans/masculinidad trans,20,1,19,,,
86021. Atamisqui,5. No binario,4,,4,,,
86021. Atamisqui,6. Otra identidad/ninguna de las anteriores,9,3,6,,,
86021. Atamisqui,7. Prefiero no contestar,14,5,9,,,
86021. Atamisqui,9. Ignorado,869,214,655,,,
86028. Avellaneda,0. __tot__,25462,5244,20218,,,
86028. Avellaneda,1. Mujer,11754,2538,9216,,,
86028. Avellaneda,2. Mujer trans/travesti,23,4,19,,,
86028. Avellaneda,3. Varón,11916,2364,9552,,,
86028. Avellaneda,4. Varón trans/masculinidad trans,38,5,33,,,
86028. Avellaneda,5. No binario,13,1,12,,,
86028. Avellaneda,6. Otra identidad/ninguna de las anteriores,7,2,5,,,
86028. Avellaneda,7. Prefiero no contestar,16,4,12,,,
86028. Avellaneda,9. Ignorado,1695,326,1369,,,
86035. Banda,0. __tot__,170401,93202,77199,,,
86035. Banda,1. Mujer,81172,45595,35577,,,
86035. Banda,2. Mujer trans/travesti,227,119,108,,,
86035. Banda,3. Varón,76102,40819,35283,,,
86035. Banda,4. Varón trans/masculinidad trans,210,111,99,,,
86035. Banda,5. No binario,70,42,28,,,
86035. Banda,6. Otra identidad/ninguna de las anteriores,70,37,33,,,
86035. Banda,7. Prefiero no contestar,126,72,54,,,
86035. Banda,9. Ignorado,12424,6407,6017,,,
86042. Belgrano,0. __tot__,10809,6657,4152,,,
86042. Belgrano,1. Mujer,4939,3146,1793,,,
86042. Belgrano,2. Mujer trans/travesti,26,6,20,,,
86042. Belgrano,3. Varón,4946,2997,1949,,,
86042. Belgrano,4. Varón trans/masculinidad trans,25,9,16,,,
86042. Belgrano,5. No binario,17,5,12,,,
86042. Belgrano,6. Otra identidad/ninguna de las anteriores,16,11,5,,,
86042. Belgrano,7. Prefiero no contestar,21,12,9,,,
86042. Belgrano,9. Ignorado,819,471,348,,,
86049. Capital,0. __tot__,328824,249355,79469,,,
86049. Capital,1. Mujer,157004,121712,35292,,,
86049. Capital,2. Mujer trans/travesti,400,277,123,,,
86049. Capital,3. Varón,141472,106949,34523,,,
86049. Capital,4. Varón trans/masculinidad trans,419,291,128,,,
86049. Capital,5. No binario,233,174,59,,,
86049. Capital,6. Otra identidad/ninguna de las anteriores,215,145,70,,,
86049. Capital,7. Prefiero no contestar,385,290,95,,,
86049. Capital,9. Ignorado,28696,19517,9179,,,
86056. Copo,0. __tot__,35653,15721,19932,,,
86056. Copo,1. Mujer,16569,7592,8977,,,
86056. Copo,2. Mujer trans/travesti,39,15,24,,,
86056. Copo,3. Varón,17135,7351,9784,,,
86056. Copo,4. Varón trans/masculinidad trans,28,7,21,,,
86056. Copo,5. No binario,5,4,1,,,
86056. Copo,6. Otra identidad/ninguna de las anteriores,8,2,6,,,
86056. Copo,7. Prefiero no contestar,13,8,5,,,
86056. Copo,9. Ignorado,1856,742,1114,,,
86063. Choya,0. __tot__,43692,17384,26308,,,
86063. Choya,1. Mujer,20588,8550,12038,,,
86063. Choya,2. Mujer trans/travesti,54,13,41,,,
86063. Choya,3. Varón,19792,7866,11926,,,
86063. Choya,4. Varón trans/masculinidad trans,48,9,39,,,
86063. Choya,5. No binario,14,5,9,,,
86063. Choya,6. Otra identidad/ninguna de las anteriores,18,5,13,,,
86063. Choya,7. Prefiero no contestar,30,14,16,,,
86063. Choya,9. Ignorado,3148,922,2226,,,
86070. Figueroa,0. __tot__,20246,2718,17528,,,
86070. Figueroa,1. Mujer,9156,1277,7879,,,
86070. Figueroa,2. Mujer trans/travesti,15,1,14,,,
86070. Figueroa,3. Varón,9577,1276,8301,,,
86070. Figueroa,4. Varón trans/masculinidad trans,11,3,8,,,
86070. Figueroa,5. No binario,5,2,3,,,
86070. Figueroa,6. Otra identidad/ninguna de las anteriores,9,4,5,,,
86070. Figueroa,7. Prefiero no contestar,29,2,27,,,
86070. Figueroa,9. Ignorado,1444,153,1291,,,
86077. General Taboada,0. __tot__,46304,20558,25746,,,
86077. General Taboada,1. Mujer,21443,9883,11560,,,
86077. General Taboada,2. Mujer trans/travesti,67,24,43,,,
86077. General Taboada,3. Varón,21111,9235,11876,,,
86077. General Taboada,4. Varón trans/masculinidad trans,82,25,57,,,
86077. General Taboada,5. No binario,22,5,17,,,
86077. General Taboada,6. Otra identidad/ninguna de las anteriores,30,11,19,,,
86077. General Taboada,7. Prefiero no contestar,42,9,33,,,
86077. General Taboada,9. Ignorado,3507,1366,2141,,,
86084. Guasayán,0. __tot__,9251,2007,7244,,,
86084. Guasayán,1. Mujer,4113,919,3194,,,
86084. Guasayán,2. Mujer trans/travesti,17,3,14,,,
86084. Guasayán,3. Varón,4182,885,3297,,,
86084. Guasayán,4. Varón trans/masculinidad trans,39,4,35,,,
86084. Guasayán,5. No binario,6,,6,,,
86084. Guasayán,6. Otra identidad/ninguna de las anteriores,1,,1,,,
86084. Guasayán,7. Prefiero no contestar,3,2,1,,,
86084. Guasayán,9. Ignorado,890,194,696,,,
86091. Jiménez,0. __tot__,18622,3679,14943,,,
86091. Jiménez,1. Mujer,8715,1767,6948,,,
86091. Jiménez,2. Mujer trans/travesti,27,6,21,,,
86091. Jiménez,3. Varón,8745,1688,7057,,,
86091. Jiménez,4. Varón trans/masculinidad trans,11,1,10,,,
86091. Jiménez,5. No binario,2,1,1,,,
86091. Jiménez,6. Otra identidad/ninguna de las anteriores,5,,5,,,
86091. Jiménez,7. Prefiero no contestar,7,1,6,,,
86091. Jiménez,9. Ignorado,1110,215,895,,,
86098. Juan Felipe Ibarra,0. __tot__,20567,5122,15445,,,
86098. Juan Felipe Ibarra,1. Mujer,9595,2381,7214,,,
86098. Juan Felipe Ibarra,2. Mujer trans/travesti,18,1,17,,,
86098. Juan Felipe Ibarra,3. Varón,9621,2422,7199,,,
86098. Juan Felipe Ibarra,4. Varón trans/masculinidad trans,25,3,22,,,
86098. Juan Felipe Ibarra,5. No binario,2,1,1,,,
86098. Juan Felipe Ibarra,6. Otra identidad/ninguna de las anteriores,10,2,8,,,
86098. Juan Felipe Ibarra,7. Prefiero no contestar,21,5,16,,,
86098. Juan Felipe Ibarra,9. Ignorado,1275,307,968,,,
86105. Loreto,0. __tot__,24047,6111,17936,,,
86105. Loreto,1. Mujer,11228,2952,8276,,,
86105. Loreto,2. Mujer trans/travesti,51,10,41,,,
86105. Loreto,3. Varón,10886,2682,8204,,,
86105. Loreto,4. Varón trans/masculinidad trans,30,9,21,,,
